Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
"Data Scientist, Engagement & Retention Analytics",$102K - $178K (Glassdoor est.),4.4,"Adobe
4.4","San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Data Scientist,$103K - $163K (Glassdoor est.),3.7,"RAPP
3.7","San Francisco, CA",501 to 1000 Employees,1965,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
"Data Scientist, Analytics and Insights",$112K - $186K (Glassdoor est.),4.4,"Adobe
4.4","San Francisco, CA",10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Data Scientist - Nationwide Opportunities,$106K - $186K (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Palo Alto, CA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$55K - $111K (Glassdoor est.),3.9,"ESRI, Inc.
3.9","Redlands, CA",1001 to 5000 Employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
Data Scientist – Service Demand Planning,$75K - $148K (Glassdoor est.),4.3,"Rivian Automotive
4.3","Irvine, CA",1001 to 5000 Employees,2009,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable
"Applied Scientist, Data Science",-1,4.2,"CooTek
4.2","Mountain View, CA",201 to 500 Employees,Company - Public,Unknown / Non-Applicable,-1,-1,-1
Data Scientist,$80K - $136K (Glassdoor est.),4.0,"Kaiser Permanente
4.0","Rancho Cucamonga, CA",10000+ Employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
Data Scientist,$87K - $158K (Glassdoor est.),2.6,"Step
2.6","Palo Alto, CA",201 to 500 Employees,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),-1
Data & Applied Scientist 2,$113K - $175K (Glassdoor est.),4.4,"Microsoft
4.4","Sunnyvale, CA",10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Product Data Scientist,$142K - $168K (Glassdoor est.),4.0,"Waymo
4.0","Mountain View, CA",Unknown,2009,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,4.0,"RiskIQ
4.0",California,51 to 200 Employees,2009,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Data & Applied Scientist,$101K - $158K (Glassdoor est.),4.4,"Microsoft
4.4","Sunnyvale, CA",10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Bioinformatics Data Scientist - Genomics and Genome Engineering,$95K - $163K (Glassdoor est.),3.7,"Chan Zuckerberg Biohub
3.7","San Francisco, CA",1 to 50 Employees,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,Unknown / Non-Applicable,-1
Data Scientist,$71K - $122K (Glassdoor est.),4.7,"Strategic Employment
4.7","Los Angeles, CA",51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
Data Scientist,-1,2.3,"Beyond Limits
2.3","Glendale, CA",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
Media Business Intelligence Analyst,$53K - $110K (Glassdoor est.),3.2,"Internet Brands
3.2","Los Angeles, CA",1001 to 5000 Employees,1998,Company - Private,Internet,Information Technology,$1 to $2 billion (USD)
Senior Data Scientist,$151K - $161K (Glassdoor est.),3.7,"Mode Analytics
3.7","San Francisco, CA",51 to 200 Employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Climate Data Scientist,$100K - $170K (Glassdoor est.),-1,ClimateAI,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Deep Learning Data Scientist,$87K - $152K (Glassdoor est.),4.2,"Intel
4.2","San Diego, CA",10000+ Employees,1968,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist - Audience Segmentation,$105K - $177K (Glassdoor est.),3.9,"Hulu
3.9","Santa Monica, CA",1001 to 5000 Employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD)
Data Scientist,$60K - $132K (Glassdoor est.),2.8,"TWO NIL
2.8","Los Angeles, CA",1 to 50 Employees,2019,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,$93K - $159K (Glassdoor est.),-1,Big Data Federation,"Santa Clara, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$87K - $145K (Glassdoor est.),5.0,"Teknatio
5.0","Menlo Park, CA",1 to 50 Employees,Contract,Unknown / Non-Applicable,-1,-1,-1
Data Scientist,-1,-1,The Beans,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Data Scientist,-1,4.8,"Jobot
4.8","Los Angeles, CA",51 to 200 Employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Scientist,$78K - $148K (Glassdoor est.),2.8,"Nexstar Broadcasting
2.8","Los Angeles, CA",10000+ Employees,1996,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD)
"Data Scientist, Global Business Operations (Remote)",$127K - $202K (Glassdoor est.),4.2,"Splunk
4.2","San Jose, CA",5001 to 10000 Employees,2003,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD)
"Manager, Data Science, Risk",$102K - $195K (Glassdoor est.),4.2,"Oportun Inc
4.2","San Carlos, CA",1001 to 5000 Employees,2005,Company - Public,Lending,Finance,Unknown / Non-Applicable
Technical Data Analyst,$47K - $84K (Glassdoor est.),2.1,"Sentinel Offenders Services
2.1","Ladera Ranch, CA",201 to 500 Employees,1993,Company - Private,Security Services,Business Services,$25 to $50 million (USD)
Data Scientist- Analytics,$85K - $151K (Glassdoor est.),3.9,"Mackin
3.9","Menlo Park, CA",51 to 200 Employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Scientist,$89K - $165K (Glassdoor est.),-1,a.k.a. Brands,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Information Security Data Scientist,$80K - $91K (Glassdoor est.),3.6,"City National Bank
3.6","Los Angeles, CA",1001 to 5000 Employees,1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable
Machine Learning Engineer,-1,4.0,"Insight Global
4.0","Menlo Park, CA",1001 to 5000 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
Data Scientist,$67K - $122K (Glassdoor est.),4.3,"Cedars-Sinai
4.3","Los Angeles, CA",10000+ Employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
"Data Scientist | CA - Santa Clara, Remote",$73K - $147K (Glassdoor est.),-1,HopHR,"Santa Clara, CA",-1,-1,-1,-1,-1,-1
Data Scientist,-1,-1,Triplebyte Partner Companies,California,-1,-1,-1,-1,-1,-1
Research Scientist,$70K - $79K (Glassdoor est.),2.8,"Amphastar Pharmaceuticals Inc
2.8","Rancho Cucamonga, CA",1001 to 5000 Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Data Scientist,$64K - $107K (Glassdoor est.),3.8,"Centerfield Media
3.8","Los Angeles, CA",1001 to 5000 Employees,2011,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
Senior Data Scientist,-1,-1,Iron Ox,"San Carlos, CA",-1,-1,-1,-1,-1,-1
Data Scientist,-1,4.8,"Career Movement
4.8","Santa Monica, CA",1 to 50 Employees,1999,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Data Scientist Genetics Platform Analytics,$84K - $136K (Glassdoor est.),4.2,"23andMe
4.2","Sunnyvale, CA",501 to 1000 Employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist (Digital Analytics & Monetization),$103K - $147K (Glassdoor est.),4.1,"Sony Interactive Entertainment PlayStation
4.1","San Mateo, CA",5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD)
Data Scientist,$69K - $138K (Glassdoor est.),-1,The Bouqs Company,"Marina del Rey, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",$72K - $133K (Glassdoor est.),3.5,"Specific Diagnostics
3.5","Mountain View, CA",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
"Data Engineer, Medical Diagnostics",-1,-1,"Specific Diagnostics
3.5","Mountain View, CA",-1,-1,-1,-1,-1,-1
